GISJOIN,YEAR,GEOID,GEOCODE,STATE,COUNTY,COUNTYA,TRACTA,U7I001,U7I002,U7I003,UrbanThreshold,RuralThreshold
G5500870011200,2020,1400000US55087011200,55087011200,Wisconsin,Outagamie County,87,11200,2987,2987,0,100,0
G5500870011300,2020,1400000US55087011300,55087011300,Wisconsin,Outagamie County,87,11300,3129,3129,0,100,0
G5500870011400,2020,1400000US55087011400,55087011400,Wisconsin,Outagamie County,87,11400,5454,5454,0,100,0
G5500870011501,2020,1400000US55087011501,55087011501,Wisconsin,Outagamie County,87,11501,3348,3348,0,100,0
G5500870011502,2020,1400000US55087011502,55087011502,Wisconsin,Outagamie County,87,11502,4565,4565,0,100,0
G5500870011600,2020,1400000US55087011600,55087011600,Wisconsin,Outagamie County,87,11600,7390,7390,0,100,0
G5500870011700,2020,1400000US55087011700,55087011700,Wisconsin,Outagamie County,87,11700,2696,2696,0,100,0
G5500870011800,2020,1400000US55087011800,55087011800,Wisconsin,Outagamie County,87,11800,1945,1945,0,100,0
G5500870011901,2020,1400000US55087011901,55087011901,Wisconsin,Outagamie County,87,11901,3138,3138,0,100,0
G5500870011902,2020,1400000US55087011902,55087011902,Wisconsin,Outagamie County,87,11902,4614,4614,0,100,0
G5500870012000,2020,1400000US55087012000,55087012000,Wisconsin,Outagamie County,87,12000,6669,6669,0,100,0
G5500870012101,2020,1400000US55087012101,55087012101,Wisconsin,Outagamie County,87,12101,4192,4174,18,99.57061069,0.429389313
G5500870012102,2020,1400000US55087012102,55087012102,Wisconsin,Outagamie County,87,12102,4239,4239,0,100,0
G5500870012200,2020,1400000US55087012200,55087012200,Wisconsin,Outagamie County,87,12200,1965,1965,0,100,0
G5500870012300,2020,1400000US55087012300,55087012300,Wisconsin,Outagamie County,87,12300,1616,1616,0,100,0
G5500870012400,2020,1400000US55087012400,55087012400,Wisconsin,Outagamie County,87,12400,3091,3091,0,100,0
G5500870012503,2020,1400000US55087012503,55087012503,Wisconsin,Outagamie County,87,12503,3836,3790,46,98.8008342,1.199165798
G5500870012504,2020,1400000US55087012504,55087012504,Wisconsin,Outagamie County,87,12504,4094,3846,248,93.94235467,6.057645335
G5500870012505,2020,1400000US55087012505,55087012505,Wisconsin,Outagamie County,87,12505,5511,4785,726,86.82634731,13.17365269
G5500870012506,2020,1400000US55087012506,55087012506,Wisconsin,Outagamie County,87,12506,4464,4464,0,100,0
G5500870012602,2020,1400000US55087012602,55087012602,Wisconsin,Outagamie County,87,12602,5308,32,5276,0.602863602,99.3971364
G5500870012603,2020,1400000US55087012603,55087012603,Wisconsin,Outagamie County,87,12603,5489,4581,908,83.45782474,16.54217526
G5500870012604,2020,1400000US55087012604,55087012604,Wisconsin,Outagamie County,87,12604,4759,4412,347,92.70855222,7.291447783
G5500870012700,2020,1400000US55087012700,55087012700,Wisconsin,Outagamie County,87,12700,6648,1789,4859,26.91034898,73.08965102
G5500870012800,2020,1400000US55087012800,55087012800,Wisconsin,Outagamie County,87,12800,7874,0,7874,0,100
G5500870012902,2020,1400000US55087012902,55087012902,Wisconsin,Outagamie County,87,12902,3764,0,3764,0,100
G5500870012903,2020,1400000US55087012903,55087012903,Wisconsin,Outagamie County,87,12903,3455,0,3455,0,100
G5500870012904,2020,1400000US55087012904,55087012904,Wisconsin,Outagamie County,87,12904,3077,382,2695,12.41468963,87.58531037
G5500870013100,2020,1400000US55087013100,55087013100,Wisconsin,Outagamie County,87,13100,5937,0,5937,0,100
G5500870013200,2020,1400000US55087013200,55087013200,Wisconsin,Outagamie County,87,13200,3807,0,3807,0,100
G5500870013300,2020,1400000US55087013300,55087013300,Wisconsin,Outagamie County,87,13300,9247,5360,3887,57.96474532,42.03525468
G5500870940000,2020,1400000US55087940000,55087940000,Wisconsin,Outagamie County,87,940000,4579,0,4579,0,100
G5500890610101,2020,1400000US55089610101,55089610101,Wisconsin,Ozaukee County,89,610101,4357,0,4357,0,100
G5500890610102,2020,1400000US55089610102,55089610102,Wisconsin,Ozaukee County,89,610102,3871,0,3871,0,100
G5500890620100,2020,1400000US55089620100,55089620100,Wisconsin,Ozaukee County,89,620100,5796,3968,1828,68.46100759,31.53899241
G5500890630100,2020,1400000US55089630100,55089630100,Wisconsin,Ozaukee County,89,630100,2664,2664,0,100,0
G5500890630201,2020,1400000US55089630201,55089630201,Wisconsin,Ozaukee County,89,630201,4565,3740,825,81.92771084,18.07228916
G5500890630202,2020,1400000US55089630202,55089630202,Wisconsin,Ozaukee County,89,630202,6055,5524,531,91.23038811,8.769611891
G5500890640101,2020,1400000US55089640101,55089640101,Wisconsin,Ozaukee County,89,640101,3141,3141,0,100,0
G5500890640102,2020,1400000US55089640102,55089640102,Wisconsin,Ozaukee County,89,640102,2909,2909,0,100,0
G5500890640201,2020,1400000US55089640201,55089640201,Wisconsin,Ozaukee County,89,640201,2460,595,1865,24.18699187,75.81300813
G5500890640202,2020,1400000US55089640202,55089640202,Wisconsin,Ozaukee County,89,640202,6357,5011,1346,78.82649048,21.17350952
G5500890650102,2020,1400000US55089650102,55089650102,Wisconsin,Ozaukee County,89,650102,2721,2721,0,100,0
G5500890650103,2020,1400000US55089650103,55089650103,Wisconsin,Ozaukee County,89,650103,2269,2269,0,100,0
G5500890650104,2020,1400000US55089650104,55089650104,Wisconsin,Ozaukee County,89,650104,4369,4296,73,98.3291371,1.670862898
G5500890650200,2020,1400000US55089650200,55089650200,Wisconsin,Ozaukee County,89,650200,5128,5128,0,100,0
G5500890650300,2020,1400000US55089650300,55089650300,Wisconsin,Ozaukee County,89,650300,6305,2120,4185,33.62410785,66.37589215
G5500890660100,2020,1400000US55089660100,55089660100,Wisconsin,Ozaukee County,89,660100,3290,3274,16,99.51367781,0.486322188
G5500890660201,2020,1400000US55089660201,55089660201,Wisconsin,Ozaukee County,89,660201,4511,2675,1836,59.29949014,40.70050986
G5500890660202,2020,1400000US55089660202,55089660202,Wisconsin,Ozaukee County,89,660202,6658,5145,1513,77.2754581,22.7245419
G5500890660301,2020,1400000US55089660301,55089660301,Wisconsin,Ozaukee County,89,660301,5787,5787,0,100,0
G5500890660303,2020,1400000US55089660303,55089660303,Wisconsin,Ozaukee County,89,660303,5133,5133,0,100,0
G5500890660304,2020,1400000US55089660304,55089660304,Wisconsin,Ozaukee County,89,660304,3157,3157,0,100,0
G5500890990000,2020,1400000US55089990000,55089990000,Wisconsin,Ozaukee County,89,990000,0,0,0,,
G5500910950100,2020,1400000US55091950100,55091950100,Wisconsin,Pepin County,91,950100,3973,0,3973,0,100
G5500910950200,2020,1400000US55091950200,55091950200,Wisconsin,Pepin County,91,950200,3345,0,3345,0,100
G5500930960100,2020,1400000US55093960100,55093960100,Wisconsin,Pierce County,93,960100,2837,0,2837,0,100
G5500930960200,2020,1400000US55093960200,55093960200,Wisconsin,Pierce County,93,960200,6174,1223,4951,19.80887593,80.19112407
G5500930960300,2020,1400000US55093960300,55093960300,Wisconsin,Pierce County,93,960300,5707,5639,68,98.80848081,1.191519187
G5500930960400,2020,1400000US55093960400,55093960400,Wisconsin,Pierce County,93,960400,5964,5821,143,97.60228035,2.397719651
G5500930960500,2020,1400000US55093960500,55093960500,Wisconsin,Pierce County,93,960500,7977,0,7977,0,100
G5500930960600,2020,1400000US55093960600,55093960600,Wisconsin,Pierce County,93,960600,4988,0,4988,0,100
G5500930960700,2020,1400000US55093960700,55093960700,Wisconsin,Pierce County,93,960700,4873,0,4873,0,100
G5500930960800,2020,1400000US55093960800,55093960800,Wisconsin,Pierce County,93,960800,3692,0,3692,0,100
G5500950960100,2020,1400000US55095960100,55095960100,Wisconsin,Polk County,95,960100,3741,0,3741,0,100
G5500950960200,2020,1400000US55095960200,55095960200,Wisconsin,Polk County,95,960200,3812,0,3812,0,100
G5500950960301,2020,1400000US55095960301,55095960301,Wisconsin,Polk County,95,960301,1935,0,1935,0,100
G5500950960302,2020,1400000US55095960302,55095960302,Wisconsin,Polk County,95,960302,2246,0,2246,0,100
G5500950960303,2020,1400000US55095960303,55095960303,Wisconsin,Polk County,95,960303,1217,0,1217,0,100
G5500950960500,2020,1400000US55095960500,55095960500,Wisconsin,Polk County,95,960500,2832,0,2832,0,100
G5500950960600,2020,1400000US55095960600,55095960600,Wisconsin,Polk County,95,960600,2218,0,2218,0,100
G5500950960701,2020,1400000US55095960701,55095960701,Wisconsin,Polk County,95,960701,3821,0,3821,0,100
G5500950960702,2020,1400000US55095960702,55095960702,Wisconsin,Polk County,95,960702,2109,0,2109,0,100
G5500950960800,2020,1400000US55095960800,55095960800,Wisconsin,Polk County,95,960800,6858,0,6858,0,100
G5500950960901,2020,1400000US55095960901,55095960901,Wisconsin,Polk County,95,960901,3065,0,3065,0,100
G5500950960902,2020,1400000US55095960902,55095960902,Wisconsin,Polk County,95,960902,2397,0,2397,0,100
G5500950961000,2020,1400000US55095961000,55095961000,Wisconsin,Polk County,95,961000,4852,0,4852,0,100
G5500950961100,2020,1400000US55095961100,55095961100,Wisconsin,Polk County,95,961100,3874,0,3874,0,100
G5500970960100,2020,1400000US55097960100,55097960100,Wisconsin,Portage County,97,960100,4619,0,4619,0,100
G5500970960200,2020,1400000US55097960200,55097960200,Wisconsin,Portage County,97,960200,4758,35,4723,0.735603195,99.26439681
G5500970960300,2020,1400000US55097960300,55097960300,Wisconsin,Portage County,97,960300,4059,3944,115,97.16678985,2.83321015
G5500970960400,2020,1400000US55097960400,55097960400,Wisconsin,Portage County,97,960400,6595,6595,0,100,0
G5500970960500,2020,1400000US55097960500,55097960500,Wisconsin,Portage County,97,960500,7185,5287,1898,73.58385525,26.41614475
G5500970960600,2020,1400000US55097960600,55097960600,Wisconsin,Portage County,97,960600,5497,0,5497,0,100
G5500970960701,2020,1400000US55097960701,55097960701,Wisconsin,Portage County,97,960701,5502,5048,454,91.74845511,8.251544893
G5500970960702,2020,1400000US55097960702,55097960702,Wisconsin,Portage County,97,960702,3484,3412,72,97.93340987,2.066590126
G5500970960800,2020,1400000US55097960800,55097960800,Wisconsin,Portage County,97,960800,5246,5246,0,100,0
G5500970960900,2020,1400000US55097960900,55097960900,Wisconsin,Portage County,97,960900,3135,3135,0,100,0
G5500970961000,2020,1400000US55097961000,55097961000,Wisconsin,Portage County,97,961000,2268,2268,0,100,0
G5500970961101,2020,1400000US55097961101,55097961101,Wisconsin,Portage County,97,961101,3904,2760,1144,70.69672131,29.30327869
G5500970961102,2020,1400000US55097961102,55097961102,Wisconsin,Portage County,97,961102,2984,2869,115,96.1461126,3.853887399
G5500970961200,2020,1400000US55097961200,55097961200,Wisconsin,Portage County,97,961200,6257,4016,2241,64.18411379,35.81588621
G5500970961300,2020,1400000US55097961300,55097961300,Wisconsin,Portage County,97,961300,4884,0,4884,0,100
G5500990970100,2020,1400000US55099970100,55099970100,Wisconsin,Price County,99,970100,2652,0,2652,0,100
G5500990970200,2020,1400000US55099970200,55099970200,Wisconsin,Price County,99,970200,2679,0,2679,0,100
G5500990970400,2020,1400000US55099970400,55099970400,Wisconsin,Price County,99,970400,1843,0,1843,0,100
G5500990970500,2020,1400000US55099970500,55099970500,Wisconsin,Price County,99,970500,2171,0,2171,0,100
G5500990970600,2020,1400000US55099970600,55099970600,Wisconsin,Price County,99,970600,2246,0,2246,0,100
G5500990970700,2020,1400000US55099970700,55099970700,Wisconsin,Price County,99,970700,2463,0,2463,0,100
G5501010000200,2020,1400000US55101000200,55101000200,Wisconsin,Racine County,101,200,4902,4902,0,100,0
G5501010000400,2020,1400000US55101000400,55101000400,Wisconsin,Racine County,101,400,3804,3804,0,100,0
G5501010000500,2020,1400000US55101000500,55101000500,Wisconsin,Racine County,101,500,4825,4825,0,100,0
G5501010000600,2020,1400000US55101000600,55101000600,Wisconsin,Racine County,101,600,5640,5640,0,100,0
G5501010000700,2020,1400000US55101000700,55101000700,Wisconsin,Racine County,101,700,5662,5662,0,100,0
G5501010000800,2020,1400000US55101000800,55101000800,Wisconsin,Racine County,101,800,4526,4526,0,100,0
G5501010000901,2020,1400000US55101000901,55101000901,Wisconsin,Racine County,101,901,3714,3714,0,100,0
G5501010000903,2020,1400000US55101000903,55101000903,Wisconsin,Racine County,101,903,4150,4150,0,100,0
G5501010000904,2020,1400000US55101000904,55101000904,Wisconsin,Racine County,101,904,5283,5283,0,100,0
G5501010001001,2020,1400000US55101001001,55101001001,Wisconsin,Racine County,101,1001,2736,2736,0,100,0
G5501010001002,2020,1400000US55101001002,55101001002,Wisconsin,Racine County,101,1002,2687,2687,0,100,0
G5501010001003,2020,1400000US55101001003,55101001003,Wisconsin,Racine County,101,1003,3847,3847,0,100,0
G5501010001101,2020,1400000US55101001101,55101001101,Wisconsin,Racine County,101,1101,3916,3916,0,100,0
G5501010001102,2020,1400000US55101001102,55101001102,Wisconsin,Racine County,101,1102,2434,2434,0,100,0
G5501010001201,2020,1400000US55101001201,55101001201,Wisconsin,Racine County,101,1201,3689,3689,0,100,0
G5501010001202,2020,1400000US55101001202,55101001202,Wisconsin,Racine County,101,1202,6758,6758,0,100,0
G5501010001301,2020,1400000US55101001301,55101001301,Wisconsin,Racine County,101,1301,3728,3728,0,100,0
G5501010001302,2020,1400000US55101001302,55101001302,Wisconsin,Racine County,101,1302,4021,4021,0,100,0
G5501010001401,2020,1400000US55101001401,55101001401,Wisconsin,Racine County,101,1401,3606,3606,0,100,0
G5501010001402,2020,1400000US55101001402,55101001402,Wisconsin,Racine County,101,1402,3396,3396,0,100,0
G5501010001501,2020,1400000US55101001501,55101001501,Wisconsin,Racine County,101,1501,3790,3707,83,97.81002639,2.189973615
G5501010001504,2020,1400000US55101001504,55101001504,Wisconsin,Racine County,101,1504,3062,3062,0,100,0
G5501010001505,2020,1400000US55101001505,55101001505,Wisconsin,Racine County,101,1505,4282,4282,0,100,0
G5501010001506,2020,1400000US55101001506,55101001506,Wisconsin,Racine County,101,1506,4122,4122,0,100,0
G5501010001507,2020,1400000US55101001507,55101001507,Wisconsin,Racine County,101,1507,2854,2825,29,98.98388227,1.01611773
G5501010001601,2020,1400000US55101001601,55101001601,Wisconsin,Racine County,101,1601,6193,2540,3653,41.01404812,58.98595188
G5501010001602,2020,1400000US55101001602,55101001602,Wisconsin,Racine County,101,1602,3129,2846,283,90.95557686,9.044423138
G5501010001701,2020,1400000US55101001701,55101001701,Wisconsin,Racine County,101,1701,3715,3598,117,96.85060565,3.149394347
G5501010001702,2020,1400000US55101001702,55101001702,Wisconsin,Racine County,101,1702,6998,6936,62,99.11403258,0.885967419
G5501010001703,2020,1400000US55101001703,55101001703,Wisconsin,Racine County,101,1703,4578,3911,667,85.43031892,14.56968108
G5501010001705,2020,1400000US55101001705,55101001705,Wisconsin,Racine County,101,1705,5828,5828,0,100,0
G5501010001706,2020,1400000US55101001706,55101001706,Wisconsin,Racine County,101,1706,3916,3916,0,100,0
G5501010001801,2020,1400000US55101001801,55101001801,Wisconsin,Racine County,101,1801,5076,4470,606,88.06146572,11.93853428
G5501010001802,2020,1400000US55101001802,55101001802,Wisconsin,Racine County,101,1802,2976,0,2976,0,100
G5501010001900,2020,1400000US55101001900,55101001900,Wisconsin,Racine County,101,1900,3926,0,3926,0,100
G5501010002001,2020,1400000US55101002001,55101002001,Wisconsin,Racine County,101,2001,2934,1744,1190,59.44103613,40.55896387
G5501010002002,2020,1400000US55101002002,55101002002,Wisconsin,Racine County,101,2002,4982,2326,2656,46.68807708,53.31192292
G5501010002100,2020,1400000US55101002100,55101002100,Wisconsin,Racine County,101,2100,3343,490,2853,14.65749327,85.34250673
G5501010002401,2020,1400000US55101002401,55101002401,Wisconsin,Racine County,101,2401,5964,5696,268,95.50637156,4.493628437
G5501010002402,2020,1400000US55101002402,55101002402,Wisconsin,Racine County,101,2402,5320,5293,27,99.4924812,0.507518797
G5501010002600,2020,1400000US55101002600,55101002600,Wisconsin,Racine County,101,2600,5810,3650,2160,62.82271945,37.17728055
G5501010002701,2020,1400000US55101002701,55101002701,Wisconsin,Racine County,101,2701,3932,3867,65,98.34689725,1.653102747
G5501010002702,2020,1400000US55101002702,55101002702,Wisconsin,Racine County,101,2702,6305,4156,2149,65.91593973,34.08406027
G5501010002800,2020,1400000US55101002800,55101002800,Wisconsin,Racine County,101,2800,6022,1424,4598,23.64662903,76.35337097
G5501010002900,2020,1400000US55101002900,55101002900,Wisconsin,Racine County,101,2900,4407,4407,0,100,0
G5501010980000,2020,1400000US55101980000,55101980000,Wisconsin,Racine County,101,980000,939,939,0,100,0
G5501010990000,2020,1400000US55101990000,55101990000,Wisconsin,Racine County,101,990000,0,0,0,,
G5501030970100,2020,1400000US55103970100,55103970100,Wisconsin,Richland County,103,970100,2763,0,2763,0,100
G5501030970200,2020,1400000US55103970200,55103970200,Wisconsin,Richland County,103,970200,4572,0,4572,0,100
G5501030970300,2020,1400000US55103970300,55103970300,Wisconsin,Richland County,103,970300,2468,2241,227,90.80226904,9.197730956
G5501030970400,2020,1400000US55103970400,55103970400,Wisconsin,Richland County,103,970400,3454,2683,771,77.67805443,22.32194557
G5501030970500,2020,1400000US55103970500,55103970500,Wisconsin,Richland County,103,970500,4047,0,4047,0,100
G5501050000100,2020,1400000US55105000100,55105000100,Wisconsin,Rock County,105,100,899,899,0,100,0
G5501050000200,2020,1400000US55105000200,55105000200,Wisconsin,Rock County,105,200,2851,2851,0,100,0
G5501050000300,2020,1400000US55105000300,55105000300,Wisconsin,Rock County,105,300,2854,2854,0,100,0
G5501050000400,2020,1400000US55105000400,55105000400,Wisconsin,Rock County,105,400,3700,3700,0,100,0
G5501050000500,2020,1400000US55105000500,55105000500,Wisconsin,Rock County,105,500,4347,4347,0,100,0
G5501050000600,2020,1400000US55105000600,55105000600,Wisconsin,Rock County,105,600,3364,3364,0,100,0
G5501050000700,2020,1400000US55105000700,55105000700,Wisconsin,Rock County,105,700,3939,3939,0,100,0
G5501050000800,2020,1400000US55105000800,55105000800,Wisconsin,Rock County,105,800,3928,3928,0,100,0
G5501050000900,2020,1400000US55105000900,55105000900,Wisconsin,Rock County,105,900,2878,2878,0,100,0
G5501050001000,2020,1400000US55105001000,55105001000,Wisconsin,Rock County,105,1000,3380,3380,0,100,0
G5501050001100,2020,1400000US55105001100,55105001100,Wisconsin,Rock County,105,1100,5423,5423,0,100,0
G5501050001201,2020,1400000US55105001201,55105001201,Wisconsin,Rock County,105,1201,5709,3952,1757,69.22403223,30.77596777
G5501050001202,2020,1400000US55105001202,55105001202,Wisconsin,Rock County,105,1202,6280,2922,3358,46.52866242,53.47133758
G5501050001302,2020,1400000US55105001302,55105001302,Wisconsin,Rock County,105,1302,6499,5928,571,91.21403293,8.785967072
G5501050001303,2020,1400000US55105001303,55105001303,Wisconsin,Rock County,105,1303,4990,3175,1815,63.62725451,36.37274549
G5501050001305,2020,1400000US55105001305,55105001305,Wisconsin,Rock County,105,1305,3560,3553,7,99.80337079,0.196629213
G5501050001306,2020,1400000US55105001306,55105001306,Wisconsin,Rock County,105,1306,5142,5142,0,100,0
G5501050001400,2020,1400000US55105001400,55105001400,Wisconsin,Rock County,105,1400,5871,5376,495,91.56872764,8.431272356
G5501050001500,2020,1400000US55105001500,55105001500,Wisconsin,Rock County,105,1500,2321,2321,0,100,0
G5501050001600,2020,1400000US55105001600,55105001600,Wisconsin,Rock County,105,1600,4694,4694,0,100,0
G5501050001700,2020,1400000US55105001700,55105001700,Wisconsin,Rock County,105,1700,5096,5096,0,100,0
G5501050001800,2020,1400000US55105001800,55105001800,Wisconsin,Rock County,105,1800,4249,4249,0,100,0
G5501050001900,2020,1400000US55105001900,55105001900,Wisconsin,Rock County,105,1900,2688,2688,0,100,0
G5501050002000,2020,1400000US55105002000,55105002000,Wisconsin,Rock County,105,2000,3837,3837,0,100,0
G5501050002100,2020,1400000US55105002100,55105002100,Wisconsin,Rock County,105,2100,3766,3747,19,99.49548593,0.504514073
G5501050002200,2020,1400000US55105002200,55105002200,Wisconsin,Rock County,105,2200,2296,629,1667,27.39547038,72.60452962
G5501050002300,2020,1400000US55105002300,55105002300,Wisconsin,Rock County,105,2300,1870,1870,0,100,0
G5501050002400,2020,1400000US55105002400,55105002400,Wisconsin,Rock County,105,2400,3663,3523,140,96.17799618,3.822003822
G5501050002500,2020,1400000US55105002500,55105002500,Wisconsin,Rock County,105,2500,2646,2646,0,100,0
G5501050002601,2020,1400000US55105002601,55105002601,Wisconsin,Rock County,105,2601,5470,5323,147,97.31261426,2.68738574
G5501050002602,2020,1400000US55105002602,55105002602,Wisconsin,Rock County,105,2602,4175,2510,1665,60.11976048,39.88023952
G5501050002700,2020,1400000US55105002700,55105002700,Wisconsin,Rock County,105,2700,2490,0,2490,0,100
G5501050002800,2020,1400000US55105002800,55105002800,Wisconsin,Rock County,105,2800,5164,0,5164,0,100
G5501050002901,2020,1400000US55105002901,55105002901,Wisconsin,Rock County,105,2901,3762,2340,1422,62.20095694,37.79904306
G5501050002902,2020,1400000US55105002902,55105002902,Wisconsin,Rock County,105,2902,4972,3981,991,80.06838294,19.93161706
G5501050003001,2020,1400000US55105003001,55105003001,Wisconsin,Rock County,105,3001,5323,5284,39,99.26733045,0.732669547
G5501050003002,2020,1400000US55105003002,55105003002,Wisconsin,Rock County,105,3002,5692,2904,2788,51.018974,48.981026
G5501050003101,2020,1400000US55105003101,55105003101,Wisconsin,Rock County,105,3101,2786,1839,947,66.0086145,33.9913855
G5501050003102,2020,1400000US55105003102,55105003102,Wisconsin,Rock County,105,3102,4953,3794,1159,76.60004038,23.39995962
G5501050003200,2020,1400000US55105003200,55105003200,Wisconsin,Rock County,105,3200,2577,0,2577,0,100
G5501050003300,2020,1400000US55105003300,55105003300,Wisconsin,Rock County,105,3300,3583,0,3583,0,100
G5501070960100,2020,1400000US55107960100,55107960100,Wisconsin,Rusk County,107,960100,3496,0,3496,0,100
G5501070960200,2020,1400000US55107960200,55107960200,Wisconsin,Rusk County,107,960200,1993,0,1993,0,100
G5501070960300,2020,1400000US55107960300,55107960300,Wisconsin,Rusk County,107,960300,2287,0,2287,0,100
G5501070960400,2020,1400000US55107960400,55107960400,Wisconsin,Rusk County,107,960400,2905,0,2905,0,100
G5501070960500,2020,1400000US55107960500,55107960500,Wisconsin,Rusk County,107,960500,3507,0,3507,0,100
G5501090120100,2020,1400000US55109120100,55109120100,Wisconsin,St. Croix County,109,120100,2038,2038,0,100,0
G5501090120201,2020,1400000US55109120201,55109120201,Wisconsin,St. Croix County,109,120201,6018,6012,6,99.9002991,0.099700897
G5501090120202,2020,1400000US55109120202,55109120202,Wisconsin,St. Croix County,109,120202,5344,450,4894,8.420658683,91.57934132
G5501090120300,2020,1400000US55109120300,55109120300,Wisconsin,St. Croix County,109,120300,5777,4549,1228,78.74329237,21.25670763
G5501090120401,2020,1400000US55109120401,55109120401,Wisconsin,St. Croix County,109,120401,7148,0,7148,0,100
G5501090120402,2020,1400000US55109120402,55109120402,Wisconsin,St. Croix County,109,120402,4340,234,4106,5.391705069,94.60829493
G5501090120501,2020,1400000US55109120501,55109120501,Wisconsin,St. Croix County,109,120501,6382,4507,1875,70.62049514,29.37950486
G5501090120502,2020,1400000US55109120502,55109120502,Wisconsin,St. Croix County,109,120502,6338,4979,1359,78.5579047,21.4420953
G5501090120601,2020,1400000US55109120601,55109120601,Wisconsin,St. Croix County,109,120601,2866,0,2866,0,100
G5501090120602,2020,1400000US55109120602,55109120602,Wisconsin,St. Croix County,109,120602,5533,0,5533,0,100
G5501090120700,2020,1400000US55109120700,55109120700,Wisconsin,St. Croix County,109,120700,4766,0,4766,0,100
G5501090120801,2020,1400000US55109120801,55109120801,Wisconsin,St. Croix County,109,120801,3733,0,3733,0,100
G5501090120802,2020,1400000US55109120802,55109120802,Wisconsin,St. Croix County,109,120802,5150,0,5150,0,100
G5501090120901,2020,1400000US55109120901,55109120901,Wisconsin,St. Croix County,109,120901,4582,3661,921,79.89960716,20.10039284
G5501090120904,2020,1400000US55109120904,55109120904,Wisconsin,St. Croix County,109,120904,4443,17,4426,0.382624353,99.61737565
G5501090120905,2020,1400000US55109120905,55109120905,Wisconsin,St. Croix County,109,120905,7179,7163,16,99.77712773,0.222872266
G5501090120906,2020,1400000US55109120906,55109120906,Wisconsin,St. Croix County,109,120906,3966,74,3892,1.865859808,98.13414019
G5501090121000,2020,1400000US55109121000,55109121000,Wisconsin,St. Croix County,109,121000,7933,0,7933,0,100
G5501110000101,2020,1400000US55111000101,55111000101,Wisconsin,Sauk County,111,101,1458,0,1458,0,100
G5501110000102,2020,1400000US55111000102,55111000102,Wisconsin,Sauk County,111,102,1759,1586,173,90.1648664,9.835133599
G5501110000103,2020,1400000US55111000103,55111000103,Wisconsin,Sauk County,111,103,2776,1197,1579,43.11959654,56.88040346
G5501110000104,2020,1400000US55111000104,55111000104,Wisconsin,Sauk County,111,104,1530,1467,63,95.88235294,4.117647059
G5501110000200,2020,1400000US55111000200,55111000200,Wisconsin,Sauk County,111,200,5169,0,5169,0,100
G5501110000301,2020,1400000US55111000301,55111000301,Wisconsin,Sauk County,111,301,3629,3448,181,95.01240011,4.98759989
G5501110000302,2020,1400000US55111000302,55111000302,Wisconsin,Sauk County,111,302,1400,1400,0,100,0
G5501110000303,2020,1400000US55111000303,55111000303,Wisconsin,Sauk County,111,303,2358,1464,894,62.08651399,37.91348601
G5501110000401,2020,1400000US55111000401,55111000401,Wisconsin,Sauk County,111,401,5572,5175,397,92.87508973,7.124910266
G5501110000402,2020,1400000US55111000402,55111000402,Wisconsin,Sauk County,111,402,3252,2647,605,81.39606396,18.60393604
G5501110000500,2020,1400000US55111000500,55111000500,Wisconsin,Sauk County,111,500,3645,67,3578,1.838134431,98.16186557
G5501110000601,2020,1400000US55111000601,55111000601,Wisconsin,Sauk County,111,601,1577,0,1577,0,100
G5501110000602,2020,1400000US55111000602,55111000602,Wisconsin,Sauk County,111,602,1958,1952,6,99.69356486,0.306435138
G5501110000603,2020,1400000US55111000603,55111000603,Wisconsin,Sauk County,111,603,3368,3198,170,94.95249406,5.047505938
G5501110000700,2020,1400000US55111000700,55111000700,Wisconsin,Sauk County,111,700,2874,2696,178,93.80654141,6.193458594
G5501110000800,2020,1400000US55111000800,55111000800,Wisconsin,Sauk County,111,800,3929,0,3929,0,100
G5501110000901,2020,1400000US55111000901,55111000901,Wisconsin,Sauk County,111,901,2250,391,1859,17.37777778,82.62222222
G5501110000902,2020,1400000US55111000902,55111000902,Wisconsin,Sauk County,111,902,1414,0,1414,0,100
G5501110000903,2020,1400000US55111000903,55111000903,Wisconsin,Sauk County,111,903,1291,0,1291,0,100
G5501110001002,2020,1400000US55111001002,55111001002,Wisconsin,Sauk County,111,1002,3094,2839,255,91.75824176,8.241758242
G5501110001003,2020,1400000US55111001003,55111001003,Wisconsin,Sauk County,111,1003,2086,1943,143,93.14477469,6.855225312
G5501110001004,2020,1400000US55111001004,55111001004,Wisconsin,Sauk County,111,1004,3042,2818,224,92.63642341,7.363576594
G5501110001005,2020,1400000US55111001005,55111001005,Wisconsin,Sauk County,111,1005,2095,2076,19,99.09307876,0.906921241
G5501110001100,2020,1400000US55111001100,55111001100,Wisconsin,Sauk County,111,1100,4237,0,4237,0,100
G5501130100300,2020,1400000US55113100300,55113100300,Wisconsin,Sawyer County,113,100300,4925,0,4925,0,100
G5501130100400,2020,1400000US55113100400,55113100400,Wisconsin,Sawyer County,113,100400,2557,0,2557,0,100
G5501130100501,2020,1400000US55113100501,55113100501,Wisconsin,Sawyer County,113,100501,1647,0,1647,0,100
G5501130100502,2020,1400000US55113100502,55113100502,Wisconsin,Sawyer County,113,100502,2204,0,2204,0,100
G5501130100700,2020,1400000US55113100700,55113100700,Wisconsin,Sawyer County,113,100700,1767,0,1767,0,100
G5501130100800,2020,1400000US55113100800,55113100800,Wisconsin,Sawyer County,113,100800,1753,0,1753,0,100
